time 	 clk 	 step 	 eps 	 q
8855	 0 	 01110101 	 10001111111011001111001101110011 	 0000000000000000000000000000000000000000000000000000000000000000
8860	 1 	 01110110 	 10001111111011001111001101110011 	 0000000000000000000000000000000000000000000000000000000000000000
8865	 0 	 01110110 	 10001111111011001111001101110011 	 0000000000000000000000000000000000000000000000000000000000000000
8870	 1 	 01110111 	 01010100001100001111000100010011 	 0000000000000000000000000000000000000000000000000000000000000000
8875	 0 	 01110111 	 01010100001100001111000100010011 	 0000000000000000000000000000000000000000000000000000000000000000
8880	 1 	 01111000 	 01010100001100001111000100010011 	 0000000000000000000000000000000000000000000000000000000000000000
8885	 0 	 01111000 	 01010100001100001111000100010011 	 0000000000000000000000000000000000000000000000000000000000000000
8890	 1 	 01111001 	 11111010001011111111100000001111 	 0000000000000000000000000000000000000000000000000000000000000000
8895	 0 	 01111001 	 11111010001011111111100000001111 	 0000000000000000000000000000000000000000000000000000000000000000
8900	 1 	 01111010 	 11111010001011111111100000001111 	 0000000000000000000000000000000000000000000000000000000000000000
8905	 0 	 01111010 	 11111010001011111111100000001111 	 0000000000000000000000000000000000000000000000000000000000000000
8910	 1 	 01111011 	 11100001101011000001111000111011 	 0000000000000000000000000000000000000000000000000000000000000000
8915	 0 	 01111011 	 11100001101011000001111000111011 	 0000000000000000000000000000000000000000000000000000000000000000
8920	 1 	 01111100 	 11100001101011000001111000111011 	 0000000000000000000000000000000000000000000000000000000000000000
8925	 0 	 01111100 	 11100001101011000001111000111011 	 0000000000000000000000000000000000000000000000000000000000000000
8930	 1 	 01111101 	 01100010101000110111111101100001 	 0000000000000000000000000000000000000000000000000000000000000000
8935	 0 	 01111101 	 01100010101000110111111101100001 	 0000000000000000000000000000000000000000000000000000000000000000
8940	 1 	 01111110 	 01100010101000110111111101100001 	 0000000000000000000000000000000000000000000000000000000000000000
8945	 0 	 01111110 	 01100010101000110111111101100001 	 0000000000000000000000000000000000000000000000000000000000000000
8950	 1 	 01111111 	 01101101110001010010001001011010 	 0000000000000000000000000000000000000000000000000000000000000000
8955	 0 	 01111111 	 01101101110001010010001001011010 	 0000000000000000000000000000000000000000000000000000000000000000
8960	 1 	 10000000 	 01101101110001010010001001011010 	 0000000000000000000000000000000000000000000000000000000000000000
8965	 0 	 10000000 	 01101101110001010010001001011010 	 0000000000000000000000000000000000000000000000000000000000000000
8970	 1 	 10000001 	 00011011111111011100000111111000 	 0000000000000000000000000000000000000000000000000000000000000000
8975	 0 	 10000001 	 00011011111111011100000111111000 	 0000000000000000000000000000000000000000000000000000000000000000
8980	 1 	 10000010 	 00011011111111011100000111111000 	 0000000000000000000000000000000000000000000000000000000000000000
8985	 0 	 10000010 	 00011011111111011100000111111000 	 0000000000000000000000000000000000000000000000000000000000000000
8990	 1 	 10000011 	 01100001011100000111011110011111 	 0000000000000000000000000000000000000000000000000000000000000000
8995	 0 	 10000011 	 01100001011100000111011110011111 	 0000000000000000000000000000000000000000000000000000000000000000
9000	 1 	 10000100 	 01100001011100000111011110011111 	 0000000000000000000000000000000000000000000000000000000000000000
9005	 0 	 10000100 	 01100001011100000111011110011111 	 0000000000000000000000000000000000000000000000000000000000000000
9010	 1 	 10000101 	 11100010011111011100001110011101 	 0000000000000000000000000000000000000000000000000000000000000000
9015	 0 	 10000101 	 11100010011111011100001110011101 	 0000000000000000000000000000000000000000000000000000000000000000
9020	 1 	 10000110 	 11100010011111011100001110011101 	 0000000000000000000000000000000000000000000000000000000000000000
9025	 0 	 10000110 	 11100010011111011100001110011101 	 0000000000000000000000000000000000000000000000000000000000000000
9030	 1 	 10000111 	 00010010111100000111111010010110 	 0000000000000000000000000000000000000000000000000000000000000000
9035	 0 	 10000111 	 00010010111100000111111010010110 	 0000000000000000000000000000000000000000000000000000000000000000
9040	 1 	 10001000 	 00010010111100000111111010010110 	 0000000000000000000000000000000000000000000000000000000000000000
9045	 0 	 10001000 	 00010010111100000111111010010110 	 0000000000000000000000000000000000000000000000000000000000000000
9050	 1 	 10001001 	 01011011000001011110010111111111 	 0000000000000000000000000000000000000000000000000000000000000000
9055	 0 	 10001001 	 01011011000001011110010111111111 	 0000000000000000000000000000000000000000000000000000000000000000
9060	 1 	 10001010 	 01011011000001011110010111111111 	 0000000000000000000000000000000000000000000000000000000000000000
9065	 0 	 10001010 	 01011011000001011110010111111111 	 0000000000000000000000000000000000000000000000000000000000000000
9070	 1 	 10001011 	 11010001001101101110111010000101 	 0000000000000000000000000000000000000000000000000000000000000000
9075	 0 	 10001011 	 11010001001101101110111010000101 	 0000000000000000000000000000000000000000000000000000000000000000
9080	 1 	 10001100 	 11010001001101101110111010000101 	 0000000000000000000000000000000000000000000000000000000000000000
9085	 0 	 10001100 	 11010001001101101110111010000101 	 0000000000000000000000000000000000000000000000000000000000000000
9090	 1 	 10001101 	 10011011000011100000000110110011 	 0000000000000000000000000000000000000000000000000000000000000000
9095	 0 	 10001101 	 10011011000011100000000110110011 	 0000000000000000000000000000000000000000000000000000000000000000
9100	 1 	 10001110 	 10011011000011100000000110110011 	 0000000000000000000000000000000000000000000000000000000000000000
9105	 0 	 10001110 	 10011011000011100000000110110011 	 0000000000000000000000000000000000000000000000000000000000000000
9110	 1 	 10001111 	 10000010100000111000011010100000 	 0000000000000000000000000000000000000000000000000000000000000000
9115	 0 	 10001111 	 10000010100000111000011010100000 	 0000000000000000000000000000000000000000000000000000000000000000
9120	 1 	 10010000 	 10000010100000111000011010100000 	 0000000000000000000000000000000000000000000000000000000000000000
9125	 0 	 10010000 	 10000010100000111000011010100000 	 0000000000000000000000000000000000000000000000000000000000000000
9130	 1 	 10010001 	 00010101010011101111101100101110 	 0000000000000000000000000000000000000000000000000000000000000000
9135	 0 	 10010001 	 00010101010011101111101100101110 	 0000000000000000000000000000000000000000000000000000000000000000
9140	 1 	 10010010 	 00010101010011101111101100101110 	 0000000000000000000000000000000000000000000000000000000000000000
9145	 0 	 10010010 	 00010101010011101111101100101110 	 0000000000000000000000000000000000000000000000000000000000000000
9150	 1 	 10010011 	 01110011111100000101001001110111 	 0000000000000000000000000000000000000000000000000000000000000000
9155	 0 	 10010011 	 01110011111100000101001001110111 	 0000000000000000000000000000000000000000000000000000000000000000
9160	 1 	 10010100 	 01110011111100000101001001110111 	 0000000000000000000000000000000000000000000000000000000000000000
9165	 0 	 10010100 	 01110011111100000101001001110111 	 0000000000000000000000000000000000000000000000000000000000000000
9170	 1 	 10010101 	 11000111010001010101110101000011 	 0000000000000000000000000000000000000000000000000000000000000000
9175	 0 	 10010101 	 11000111010001010101110101000011 	 0000000000000000000000000000000000000000000000000000000000000000
9180	 1 	 10010110 	 11000111010001010101110101000011 	 0000000000000000000000000000000000000000000000000000000000000000
9185	 0 	 10010110 	 11000111010001010101110101000011 	 0000000000000000000000000000000000000000000000000000000000000000
9190	 1 	 10010111 	 11011011001001000010001001011011 	 0000000000000000000000000000000000000000000000000000000000000000
9195	 0 	 10010111 	 11011011001001000010001001011011 	 0000000000000000000000000000000000000000000000000000000000000000
9200	 1 	 10011000 	 11011011001001000010001001011011 	 0000000000000000000000000000000000000000000000000000000000000000
9205	 0 	 10011000 	 11011011001001000010001001011011 	 0000000000000000000000000000000000000000000000000000000000000000
9210	 1 	 10011001 	 10101101110000011000000111111100 	 0000000000000000000000000000000000000000000000000000000000000000
9215	 0 	 10011001 	 10101101110000011000000111111100 	 0000000000000000000000000000000000000000000000000000000000000000
9220	 1 	 10011010 	 10101101110000011000000111111100 	 0000000000000000000000000000000000000000000000000000000000000000
9225	 0 	 10011010 	 10101101110000011000000111111100 	 0000000000000000000000000000000000000000000000000000000000000000
9230	 1 	 10011011 	 00010100000011100110011110001111 	 0000000000000000000000000000000000000000000000000000000000000000
9235	 0 	 10011011 	 00010100000011100110011110001111 	 0000000000000000000000000000000000000000000000000000000000000000
9240	 1 	 10011100 	 00010100000011100110011110001111 	 0000000000000000000000000000000000000000000000000000000000000000
9245	 0 	 10011100 	 00010100000011100110011110001111 	 0000000000000000000000000000000000000000000000000000000000000000
9250	 1 	 10011101 	 01101010110110100000011111011010 	 0000000000000000000000000000000000000000000000000000000000000000
9255	 0 	 10011101 	 01101010110110100000011111011010 	 0000000000000000000000000000000000000000000000000000000000000000
9260	 1 	 10011110 	 01101010110110100000011111011010 	 0000000000000000000000000000000000000000000000000000000000000000
9265	 0 	 10011110 	 01101010110110100000011111011010 	 0000000000000000000000000000000000000000000000000000000000000000
9270	 1 	 10011111 	 11001110010001101001111010011011 	 0000000000000000000000000000000000000000000000000000000000000000
9275	 0 	 10011111 	 11001110010001101001111010011011 	 0000000000000000000000000000000000000000000000000000000000000000
9280	 1 	 10100000 	 11001110010001101001111010011011 	 0000000000000000000000000000000000000000000000000000000000000000
9285	 0 	 10100000 	 11001110010001101001111010011011 	 0000000000000000000000000000000000000000000000000000000000000000
9290	 1 	 10100001 	 10000010111100111101110111001010 	 0000000000000000000000000000000000000000000000000000000000000000
9295	 0 	 10100001 	 10000010111100111101110111001010 	 0000000000000000000000000000000000000000000000000000000000000000
9300	 1 	 10100010 	 10000010111100111101110111001010 	 0000000000000000000000000000000000000000000000000000000000000000
9305	 0 	 10100010 	 10000010111100111101110111001010 	 0000000000000000000000000000000000000000000000000000000000000000
9310	 1 	 10100011 	 00010100100100111000000001011110 	 0000000000000000000000000000000000000000000000000000000000000000
9315	 0 	 10100011 	 00010100100100111000000001011110 	 0000000000000000000000000000000000000000000000000000000000000000
9320	 1 	 10100100 	 00010100100100111000000001011110 	 0000000000000000000000000000000000000000000000000000000000000000
9325	 0 	 10100100 	 00010100100100111000000001011110 	 0000000000000000000000000000000000000000000000000000000000000000
9330	 1 	 10100101 	 00110100111100101110000101101011 	 0000000000000000000000000000000000000000000000000000000000000000
9335	 0 	 10100101 	 00110100111100101110000101101011 	 0000000000000000000000000000000000000000000000000000000000000000
9340	 1 	 10100110 	 00110100111100101110000101101011 	 0000000000000000000000000000000000000000000000000000000000000000
